Stage,Time (s),GPU Memory (MB)
CNN Image Processing,33.23675036430359,839.15966796875
GNN Gene Processing,6.856245040893555,308.46435546875
GNN Image Processing,11.937502145767212,176.240234375
Total,157.21510863304138,NA
