Stage,Time (s),GPU Memory (MB)
CNN Image Processing,32.49659562110901,610.013671875
GNN Gene Processing,7.746842622756958,385.17578125
GNN Image Processing,6.02064847946167,214.02783203125
Total,104.98514556884766,NA
