Stage,Time (s),GPU Memory (MB)
CNN Image Processing,31.736398935317993,594.14404296875
GNN Gene Processing,7.554186582565308,372.74072265625
GNN Image Processing,5.5301079750061035,206.75439453125
Total,82.99413418769836,NA
