Sample,Time (s),GPU Memory (MB)
Visium_CKp25_rep1,20.4513738155365,319.9921875
Visium_CKp25_rep2,16.94289755821228,335.9287109375
Visium_CKp25_rep3,17.917388677597046,317.76220703125
Visium_CKp25_rep4,17.598454475402832,332.7998046875
