Stage,Time (s),GPU Memory (MB)
CNN Image Processing,41.205583572387695,812.73388671875
GNN Gene Processing,17.774378776550293,555.28564453125
GNN Image Processing,5.865229606628418,327.462890625
Total,102.46107006072998,NA
