Stage,Time (s),GPU Memory (MB)
CNN Image Processing,37.32244610786438,698.44384765625
GNN Gene Processing,9.45119857788086,456.10693359375
GNN Image Processing,5.720481634140015,260.591796875
Total,102.0416042804718,NA
