PC_value,ARI
30,0.6029276561341435
31,0.6046166558909782
32,0.5481713033681315
33,0.5555142338788536
34,0.5429390329332944
35,0.6050747300683128
36,0.587826239949794
37,0.6352685821992644
38,0.5881999047815029
39,0.7151483223600243
40,0.5715318661163911
